id,title,severity,status,createdAt,resolvedAt,mttr,affectedServices,rootComponent,triggeredBy,resolvedBy,errorCode,customerImpact,summary,team,similarIncidents,region
INC-2293,Service Bus — Session Lock Expiry Storm — Japan East,Sev0,Resolved,2025-01-13T12:00:00.000Z,2025-01-13T19:45:00.000Z,465 min,svc-svcbus|svc-monitor|svc-keyvault,comp-svcbusBroker,CR-9906,TSG-258,ServiceBus-SessionLockLost,"~341,994 customers — Competing consumers stealing sessions — duplicate processing risk",Competing consumers stealing sessions — duplicate processing risk. Root component: comp-svcbusBroker. Triggered by CR-9906. Resolved using TSG-258.,team-msg,INC-1170|INC-1479,West US 2
INC-3125,Cosmos DB — Replication Lag > 5s — East US,Sev4,Resolved,2025-01-13T12:00:00.000Z,2025-01-13T12:10:00.000Z,10 min,svc-cosmos|svc-functions|svc-aad,comp-cosmosRU,CR-9777,,CosmosDB-ConsistencyViolation,~302 customers — Multi-region reads returning stale data — financial integrity risk,Multi-region reads returning stale data — financial integrity risk. Root component: comp-cosmosRU. Triggered by CR-9777.,team-cosmos,,North EU
INC-3224,APIM — Rate Limit Policy Misconfiguration — Southeast Asia,Sev3,Active,2025-01-13T12:00:00.000Z,,,svc-apim|svc-redis,comp-apimGW,CR-9897,TSG-248,APIM-RateLimitBreach,"~4,780 customers — High-value tenants throttled incorrectly — SLA breach",High-value tenants throttled incorrectly — SLA breach. Root component: comp-apimGW. Triggered by CR-9897. Resolved using TSG-248.,team-net,INC-2787|INC-1937|INC-1512,Southeast Asia
INC-3601,Azure App Service — Worker Process Crashes — UK South,Sev4,Mitigating,2025-01-13T12:00:00.000Z,,,svc-appSvc|svc-sql,comp-appPlan,,TSG-271,WorkerProcess-5xx,~363 customers — Web apps returning 5xx — worker recycling loop,Web apps returning 5xx — worker recycling loop. Root component: comp-appPlan. Resolved using TSG-271.,team-apps,INC-3078|INC-2140|INC-3115,East US 2
INC-3106,Azure Files — SMB Mount Failures — Japan East,Sev3,Active,2025-01-12T12:00:00.000Z,,,svc-storage|svc-monitor|svc-appSvc,comp-storageFE,,TSG-441,SMBMountFailed-53,"~4,615 customers — Azure Files shares unmountable from VMs",Azure Files shares unmountable from VMs. Root component: comp-storageFE. Resolved using TSG-441.,team-storage,INC-1416,Australia East
INC-3186,Azure SQL — TLS Handshake Timeout Cascade — East US 2,Sev0,Resolved,2025-01-12T12:00:00.000Z,2025-01-12T19:10:00.000Z,430 min,svc-sql|svc-appSvc,comp-sqlGW,,TSG-319,SSL_ERROR_HANDSHAKE_FAILURE,"~344,858 customers — CI/CD pipeline SQL checks failing — connection pool exhaustion",CI/CD pipeline SQL checks failing — connection pool exhaustion. Root component: comp-sqlGW. Resolved using TSG-319.,team-sql,INC-1365|INC-1790,Japan East
INC-1363,LB — Backend Pool Drain During Deployment — Southeast Asia,Sev3,Resolved,2025-01-11T12:00:00.000Z,2025-01-11T12:31:00.000Z,31 min,svc-lb,comp-lbBackend,,TSG-227,LB-BackendDrainTimeout,"~4,847 customers — Zero-downtime deployment stalled — old pods receiving traffic",Zero-downtime deployment stalled — old pods receiving traffic. Root component: comp-lbBackend. Resolved using TSG-227.,team-net,INC-1244,East US 2
INC-3458,Logic Apps — Trigger Recurrence Drift — Japan East,Sev0,Mitigating,2025-01-11T12:00:00.000Z,,,svc-logicapps,comp-logicEngine,CR-9807,TSG-214,LogicApps-RecurrenceDrift,"~193,782 customers — Scheduled workflows running late by up to 45min",Scheduled workflows running late by up to 45min. Root component: comp-logicEngine. Triggered by CR-9807. Resolved using TSG-214.,team-apps,INC-2331|INC-2167,Japan East
INC-3493,Azure SQL — TLS Handshake Timeout Cascade — UK South,Sev3,Resolved,2025-01-11T12:00:00.000Z,2025-01-11T12:49:00.000Z,49 min,svc-sql|svc-keyvault,comp-sqlGW,CR-9927,TSG-319,SSL_ERROR_HANDSHAKE_FAILURE,"~2,439 customers — CI/CD pipeline SQL checks failing — connection pool exhaustion",CI/CD pipeline SQL checks failing — connection pool exhaustion. Root component: comp-sqlGW. Triggered by CR-9927. Resolved using TSG-319.,team-sql,,West US 2
INC-1138,Key Vault — Certificate Auto-Renewal Stuck — North EU,Sev1,Active,2025-01-10T12:00:00.000Z,,,svc-keyvault|svc-evhub,comp-kvHSM,CR-9807,,CertRenewalFailed,"~41,055 customers — SSL certificates nearing expiry — manual intervention needed",SSL certificates nearing expiry — manual intervention needed. Root component: comp-kvHSM. Triggered by CR-9807.,team-sec,INC-3204|INC-1092|INC-1052,East US
INC-3385,Functions — Storage Trigger Polling Lag — Southeast Asia,Sev3,Active,2025-01-10T12:00:00.000Z,,,svc-functions,comp-funcHost,,TSG-265,Functions-StorageTriggerLag,"~4,665 customers — Blob-triggered functions delayed 10–20min — batch pipelines impacted",Blob-triggered functions delayed 10–20min — batch pipelines impacted. Root component: comp-funcHost. Resolved using TSG-265.,team-apps,,West US 2
INC-2565,Key Vault — Secret Rotation Failure — West US 2,Sev3,Resolved,2025-01-09T12:00:00.000Z,2025-01-09T12:21:00.000Z,21 min,svc-keyvault|svc-appSvc,comp-kvRP,CR-9876,TSG-255,SecretRotationFailed,"~4,735 customers — Automated secret rotation stalled — expiry risk",Automated secret rotation stalled — expiry risk. Root component: comp-kvRP. Triggered by CR-9876. Resolved using TSG-255.,team-sec,INC-1034,Australia East
INC-2615,Azure DevOps — Pipeline Execution Failures — Australia East,Sev3,Resolved,2025-01-09T12:00:00.000Z,2025-01-09T12:25:00.000Z,25 min,svc-ado|svc-aad|svc-acr,comp-adoPipeline,CR-9918,TSG-234,PipelineAgentUnreachable,"~1,035 customers — CI/CD pipelines queued — no available agents",CI/CD pipelines queued — no available agents. Root component: comp-adoPipeline. Triggered by CR-9918. Resolved using TSG-234.,team-ado,,East US 2
INC-3500,Service Bus — Namespace Throttling — North EU,Sev2,Resolved,2025-01-09T12:00:00.000Z,2025-01-09T13:23:00.000Z,83 min,svc-svcbus|svc-monitor,comp-svcbusBroker,,TSG-258,ServiceBus-ThrottlingError,"~11,269 customers — Message send rate capped — order processing queued",Message send rate capped — order processing queued. Root component: comp-svcbusBroker. Resolved using TSG-258.,team-msg,INC-1989|INC-1671,UK South
INC-1937,APIM Developer Portal — Identity Login Broken — UK South,Sev0,Resolved,2025-01-07T12:00:00.000Z,2025-01-07T19:58:00.000Z,478 min,svc-apim|svc-lb,comp-apimPortal,CR-9855,TSG-248,APIM-Portal-OIDCFailed,"~190,922 customers — External developers unable to test APIs — partner escalation",External developers unable to test APIs — partner escalation. Root component: comp-apimPortal. Triggered by CR-9855. Resolved using TSG-248.,team-net,INC-1732|INC-1479|INC-1507,West US 2
INC-2654,Cosmos Gateway — TLS Handshake Failure — Southeast Asia,Sev4,Mitigating,2025-01-07T12:00:00.000Z,,,svc-cosmos|svc-aad,comp-cosmosGW,CR-9825,TSG-309,CosmosGW-TLS-Error,~236 customers — SDK connections failing — apps unable to connect to Cosmos,SDK connections failing — apps unable to connect to Cosmos. Root component: comp-cosmosGW. Triggered by CR-9825. Resolved using TSG-309.,team-cosmos,INC-2037,UK South
INC-2896,Functions — Storage Trigger Polling Lag — North EU,Sev3,Resolved,2025-01-07T12:00:00.000Z,2025-01-07T12:53:00.000Z,53 min,svc-functions,comp-funcHost,CR-9822,,Functions-StorageTriggerLag,"~4,599 customers — Blob-triggered functions delayed 10–20min — batch pipelines impacted",Blob-triggered functions delayed 10–20min — batch pipelines impacted. Root component: comp-funcHost. Triggered by CR-9822.,team-apps,INC-1943|INC-2161,North EU
INC-2522,Service Bus — Dead-Letter Queue Overflow — East US 2,Sev4,Resolved,2025-01-06T12:00:00.000Z,2025-01-06T12:25:00.000Z,25 min,svc-svcbus|svc-monitor,comp-svcbusNS,CR-9780,TSG-258,ServiceBus-DLQOverflow,~484 customers — Poison messages blocking topic subscriptions — workflows stalled,Poison messages blocking topic subscriptions — workflows stalled. Root component: comp-svcbusNS. Triggered by CR-9780. Resolved using TSG-258.,team-msg,INC-2061,East US 2
INC-2075,Key Vault — Secret Rotation Failure — East US,Sev3,Resolved,2025-01-04T12:00:00.000Z,2025-01-04T12:15:00.000Z,15 min,svc-keyvault|svc-aad,comp-kvRP,CR-9912,,SecretRotationFailed,~767 customers — Automated secret rotation stalled — expiry risk,Automated secret rotation stalled — expiry risk. Root component: comp-kvRP. Triggered by CR-9912.,team-sec,,Japan East
INC-2735,Logic Apps — Trigger Recurrence Drift — East US,Sev4,Resolved,2025-01-04T12:00:00.000Z,2025-01-04T12:07:00.000Z,7 min,svc-logicapps|svc-svcbus,comp-logicEngine,CR-9930,TSG-214,LogicApps-RecurrenceDrift,~361 customers — Scheduled workflows running late by up to 45min,Scheduled workflows running late by up to 45min. Root component: comp-logicEngine. Triggered by CR-9930. Resolved using TSG-214.,team-apps,INC-1059|INC-1695|INC-2522,East US 2
INC-2270,Azure SQL — TLS Handshake Timeout Cascade — Southeast Asia,Sev3,Resolved,2025-01-01T12:00:00.000Z,2025-01-01T12:39:00.000Z,39 min,svc-sql|svc-keyvault|svc-appSvc,comp-sqlGW,,TSG-319,SSL_ERROR_HANDSHAKE_FAILURE,~452 customers — CI/CD pipeline SQL checks failing — connection pool exhaustion,CI/CD pipeline SQL checks failing — connection pool exhaustion. Root component: comp-sqlGW. Resolved using TSG-319.,team-sql,INC-1219|INC-1167,Southeast Asia
INC-2558,Redis Gateway — Connection Pool Exhaustion — North EU,Sev2,Resolved,2025-01-01T12:00:00.000Z,2025-01-01T12:20:00.000Z,20 min,svc-redis|svc-apim|svc-functions,comp-redisGW,CR-9879,TSG-279,Redis-ConnPool-Exhausted,"~28,863 customers — App connections queued — latency spike P99 > 2s",App connections queued — latency spike P99 > 2s. Root component: comp-redisGW. Triggered by CR-9879. Resolved using TSG-279.,team-cache,,West US 2
INC-1121,Service Bus — Namespace Throttling — Australia East,Sev2,Mitigating,2024-12-31T12:00:00.000Z,,,svc-svcbus|svc-keyvault|svc-logicapps,comp-svcbusBroker,,TSG-258,ServiceBus-ThrottlingError,"~15,396 customers — Message send rate capped — order processing queued",Message send rate capped — order processing queued. Root component: comp-svcbusBroker. Resolved using TSG-258.,team-msg,INC-1023,UK South
INC-2355,Azure SQL Elastic Pool — DTU Cap Hit — East US 2,Sev3,Resolved,2024-12-31T12:00:00.000Z,2024-12-31T12:31:00.000Z,31 min,svc-sql|svc-ado|svc-appSvc,comp-sqlEngine,,TSG-319,ResourceGovernorLimit,~689 customers — Query timeouts across all elastic pool databases,Query timeouts across all elastic pool databases. Root component: comp-sqlEngine. Resolved using TSG-319.,team-sql,,East US 2
INC-2394,Key Vault — Access Policy Propagation Delay — West US 2,Sev3,Resolved,2024-12-31T12:00:00.000Z,2024-12-31T12:13:00.000Z,13 min,svc-keyvault|svc-storage|svc-sql,comp-kvRP,,TSG-255,Forbidden-403,~709 customers — New app identities unable to access secrets after RBAC grant,New app identities unable to access secrets after RBAC grant. Root component: comp-kvRP. Resolved using TSG-255.,team-sec,,North EU
INC-3696,Service Bus — Session Lock Expiry Storm — North EU,Sev0,Resolved,2024-12-31T12:00:00.000Z,2024-12-31T17:38:00.000Z,338 min,svc-svcbus|svc-keyvault|svc-logicapps,comp-svcbusBroker,CR-9819,TSG-258,ServiceBus-SessionLockLost,"~335,950 customers — Competing consumers stealing sessions — duplicate processing risk",Competing consumers stealing sessions — duplicate processing risk. Root component: comp-svcbusBroker. Triggered by CR-9819. Resolved using TSG-258.,team-msg,,East US 2
INC-2432,Functions — Storage Trigger Polling Lag — Japan East,Sev3,Resolved,2024-12-30T12:00:00.000Z,2024-12-30T12:43:00.000Z,43 min,svc-functions|svc-keyvault|svc-evhub,comp-funcHost,CR-9888,TSG-265,Functions-StorageTriggerLag,"~4,205 customers — Blob-triggered functions delayed 10–20min — batch pipelines impacted",Blob-triggered functions delayed 10–20min — batch pipelines impacted. Root component: comp-funcHost. Triggered by CR-9888. Resolved using TSG-265.,team-apps,INC-2410|INC-1640|INC-2097,Australia East
INC-1233,Azure LB — SNAT Port Exhaustion — Japan East,Sev2,Resolved,2024-12-29T12:00:00.000Z,2024-12-29T12:37:00.000Z,37 min,svc-lb,comp-lbFrontend,CR-9906,TSG-227,LB-SNATPortExhausted,"~14,795 customers — Outbound connections failing — AKS pods unable to reach internet",Outbound connections failing — AKS pods unable to reach internet. Root component: comp-lbFrontend. Triggered by CR-9906. Resolved using TSG-227.,team-net,INC-1219,North EU
INC-3071,APIM Gateway — Backend Circuit Breaker Open — Australia East,Sev3,Mitigating,2024-12-27T12:00:00.000Z,,,svc-apim|svc-lb,comp-apimGW,CR-9753,TSG-248,APIM-BackendUnhealthy,"~4,014 customers — All API traffic failing with 503 — 100% error rate",All API traffic failing with 503 — 100% error rate. Root component: comp-apimGW. Triggered by CR-9753. Resolved using TSG-248.,team-net,,Southeast Asia
INC-3396,Logic Apps — Trigger Recurrence Drift — North EU,Sev3,Mitigating,2024-12-27T12:00:00.000Z,,,svc-logicapps|svc-svcbus|svc-storage,comp-logicEngine,CR-9804,TSG-214,LogicApps-RecurrenceDrift,"~4,246 customers — Scheduled workflows running late by up to 45min",Scheduled workflows running late by up to 45min. Root component: comp-logicEngine. Triggered by CR-9804. Resolved using TSG-214.,team-apps,INC-1003|INC-2161,East US 2
INC-1498,AKS — Control Plane API Server Unavailable — Australia East,Sev4,Resolved,2024-12-26T12:00:00.000Z,2024-12-26T12:21:00.000Z,21 min,svc-aks|svc-aad|svc-monitor,comp-aksCP,,TSG-301,AKS-APIServerTimeout,~258 customers — kubectl commands timing out — deployments and rollbacks frozen,kubectl commands timing out — deployments and rollbacks frozen. Root component: comp-aksCP. Resolved using TSG-301.,team-containers,INC-1363|INC-1487,West US 2
INC-2226,Service Bus — Dead-Letter Queue Overflow — East US 2,Sev1,Active,2024-12-26T12:00:00.000Z,,,svc-svcbus|svc-keyvault|svc-logicapps,comp-svcbusNS,CR-9849,,ServiceBus-DLQOverflow,"~24,031 customers — Poison messages blocking topic subscriptions — workflows stalled",Poison messages blocking topic subscriptions — workflows stalled. Root component: comp-svcbusNS. Triggered by CR-9849.,team-msg,INC-1782|INC-1575,Japan East
INC-2595,Storage RP — Throttling on PUT Operations — East US 2,Sev3,Resolved,2024-12-26T12:00:00.000Z,2024-12-26T12:21:00.000Z,21 min,svc-storage|svc-logicapps|svc-keyvault,comp-storageRP,CR-9801,TSG-208,ThrottlingError-429,"~3,851 customers — Batch upload jobs failing with throttle errors",Batch upload jobs failing with throttle errors. Root component: comp-storageRP. Triggered by CR-9801. Resolved using TSG-208.,team-storage,INC-2047|INC-1023,Australia East
INC-3088,Redis Gateway — Connection Pool Exhaustion — North EU,Sev3,Active,2024-12-26T12:00:00.000Z,,,svc-redis|svc-aad,comp-redisGW,,TSG-279,Redis-ConnPool-Exhausted,"~1,134 customers — App connections queued — latency spike P99 > 2s",App connections queued — latency spike P99 > 2s. Root component: comp-redisGW. Resolved using TSG-279.,team-cache,INC-1144|INC-2527|INC-2783,East US
INC-3409,Azure SQL — Replication Lag > 30s — Japan East,Sev2,Mitigating,2024-12-26T12:00:00.000Z,,,svc-sql,comp-sqlEngine,CR-9810,TSG-319,SQLReplicationLag,"~7,099 customers — Read replicas serving stale data — reporting discrepancies",Read replicas serving stale data — reporting discrepancies. Root component: comp-sqlEngine. Triggered by CR-9810. Resolved using TSG-319.,team-sql,INC-2167|INC-2122|INC-2607,East US
INC-1128,Azure Event Hub — Throughput Degradation — North EU,Sev3,Resolved,2024-12-24T12:00:00.000Z,2024-12-24T12:13:00.000Z,13 min,svc-evhub,comp-evhubNS,CR-9849,TSG-288,EventHubThrottlingException,~181 customers — Consumer group lag accumulating — message delivery delay >90s,Consumer group lag accumulating — message delivery delay >90s. Root component: comp-evhubNS. Triggered by CR-9849. Resolved using TSG-288.,team-msg,,UK South
INC-1201,ACR — Image Pull Failures East US — North EU,Sev4,Resolved,2024-12-24T12:00:00.000Z,2024-12-24T12:09:00.000Z,9 min,svc-acr|svc-aks,comp-acrRegistry,CR-9930,TSG-241,ACR-ManifestNotFound,~43 customers — AKS pods failing to pull images — deployment rollouts blocked,AKS pods failing to pull images — deployment rollouts blocked. Root component: comp-acrRegistry. Triggered by CR-9930. Resolved using TSG-241.,team-containers,INC-1167|INC-3488,East US
INC-1219,Logic Apps — Connector Timeout on Large Payload — Japan East,Sev4,Resolved,2024-12-23T12:00:00.000Z,2024-12-23T12:29:00.000Z,29 min,svc-logicapps,comp-logicEngine,,TSG-214,LogicApps-PayloadOverflow,~370 customers — File processing workflows failing on payloads > 100MB,File processing workflows failing on payloads > 100MB. Root component: comp-logicEngine. Resolved using TSG-214.,team-apps,INC-3401,East US
INC-1487,App Service — 503 Errors on Downstream SQL — UK South,Sev3,Active,2024-12-22T12:00:00.000Z,,,svc-appSvc,comp-appPlan,CR-9927,,UpstreamConnectionFailure,"~4,359 customers — App Service apps returning 503 on DB-bound requests",App Service apps returning 503 on DB-bound requests. Root component: comp-appPlan. Triggered by CR-9927.,team-apps,INC-1313,North EU
INC-1928,LB — Backend Pool Drain During Deployment — West US 2,Sev4,Resolved,2024-12-21T12:00:00.000Z,2024-12-21T12:07:00.000Z,7 min,svc-lb|svc-aks|svc-apim,comp-lbBackend,,TSG-227,LB-BackendDrainTimeout,~418 customers — Zero-downtime deployment stalled — old pods receiving traffic,Zero-downtime deployment stalled — old pods receiving traffic. Root component: comp-lbBackend. Resolved using TSG-227.,team-net,INC-1213|INC-1617|INC-1722,East US 2
INC-2032,Azure SQL — TLS Handshake Timeout Cascade — UK South,Sev0,Resolved,2024-12-21T12:00:00.000Z,2024-12-21T16:08:00.000Z,248 min,svc-sql|svc-keyvault|svc-ado,comp-sqlGW,CR-9867,TSG-319,SSL_ERROR_HANDSHAKE_FAILURE,"~114,965 customers — CI/CD pipeline SQL checks failing — connection pool exhaustion",CI/CD pipeline SQL checks failing — connection pool exhaustion. Root component: comp-sqlGW. Triggered by CR-9867. Resolved using TSG-319.,team-sql,INC-1229|INC-1855|INC-1773,West US 2
INC-2998,Functions — Cold Start Spike > 30s — Japan East,Sev4,Resolved,2024-12-21T12:00:00.000Z,2024-12-21T12:18:00.000Z,18 min,svc-functions|svc-evhub|svc-redis,comp-funcHost,,,Functions-ColdStartTimeout,~301 customers — First invocations timing out — event-driven workflows stalling,First invocations timing out — event-driven workflows stalling. Root component: comp-funcHost.,team-apps,,Japan East
INC-1013,Azure Monitor — Alert Processing Delay > 10min — East US 2,Sev3,Active,2024-12-20T12:00:00.000Z,,,svc-monitor|svc-evhub|svc-storage,comp-monAlert,CR-9882,TSG-221,AlertEvalBacklog,~490 customers — Critical alerts firing 10-45min late — SLO at risk,Critical alerts firing 10-45min late — SLO at risk. Root component: comp-monAlert. Triggered by CR-9882. Resolved using TSG-221.,team-obs,INC-3012|INC-2901,Japan East
INC-2662,Key Vault HSM — Failover Latency Spike — East US 2,Sev2,Resolved,2024-12-20T12:00:00.000Z,2024-12-20T13:23:00.000Z,83 min,svc-keyvault|svc-appSvc,comp-kvHSM,,TSG-255,KeyVaultError-HSMTimeout,"~12,586 customers — Secret retrieval P99 > 8s — apps timing out on startup",Secret retrieval P99 > 8s — apps timing out on startup. Root component: comp-kvHSM. Resolved using TSG-255.,team-sec,INC-2054,UK South
INC-2714,Azure Files — SMB Mount Failures — Southeast Asia,Sev0,Mitigating,2024-12-20T12:00:00.000Z,,,svc-storage|svc-monitor,comp-storageFE,,TSG-208,SMBMountFailed-53,"~456,240 customers — Azure Files shares unmountable from VMs",Azure Files shares unmountable from VMs. Root component: comp-storageFE. Resolved using TSG-208.,team-storage,INC-1365,East US 2
INC-1257,Storage RP — Throttling on PUT Operations — Australia East,Sev3,Active,2024-12-18T12:00:00.000Z,,,svc-storage|svc-ado|svc-cdn,comp-storageRP,CR-9765,TSG-208,ThrottlingError-429,"~3,078 customers — Batch upload jobs failing with throttle errors",Batch upload jobs failing with throttle errors. Root component: comp-storageRP. Triggered by CR-9765. Resolved using TSG-208.,team-storage,INC-1017,West US 2
INC-3025,Logic Apps — Connector Timeout on Large Payload — East US,Sev3,Resolved,2024-12-18T12:00:00.000Z,2024-12-18T12:50:00.000Z,50 min,svc-logicapps,comp-logicEngine,CR-9900,TSG-214,LogicApps-PayloadOverflow,"~3,479 customers — File processing workflows failing on payloads > 100MB",File processing workflows failing on payloads > 100MB. Root component: comp-logicEngine. Triggered by CR-9900. Resolved using TSG-214.,team-apps,INC-1709|INC-1201|INC-2978,UK South
INC-1989,Azure SQL — Replication Lag > 30s — Japan East,Sev1,Resolved,2024-12-17T12:00:00.000Z,2024-12-17T13:14:00.000Z,74 min,svc-sql,comp-sqlEngine,CR-9819,TSG-319,SQLReplicationLag,"~99,452 customers — Read replicas serving stale data — reporting discrepancies",Read replicas serving stale data — reporting discrepancies. Root component: comp-sqlEngine. Triggered by CR-9819. Resolved using TSG-319.,team-sql,INC-1156|INC-1709|INC-1207,West US 2
INC-3351,Functions — Scale-Out Failure on Burst — Southeast Asia,Sev2,Resolved,2024-12-17T12:00:00.000Z,2024-12-17T12:57:00.000Z,57 min,svc-functions,comp-funcScaler,,TSG-265,Functions-ScaleOutFailed,"~16,643 customers — Event queue backlog growing — SLA breach in 15min",Event queue backlog growing — SLA breach in 15min. Root component: comp-funcScaler. Resolved using TSG-265.,team-apps,INC-2787|INC-1586|INC-2746,UK South
INC-3423,Azure SQL — TLS Handshake Timeout Cascade — Japan East,Sev3,Active,2024-12-17T12:00:00.000Z,,,svc-sql,comp-sqlGW,CR-9858,TSG-319,SSL_ERROR_HANDSHAKE_FAILURE,"~1,596 customers — CI/CD pipeline SQL checks failing — connection pool exhaustion",CI/CD pipeline SQL checks failing — connection pool exhaustion. Root component: comp-sqlGW. Triggered by CR-9858. Resolved using TSG-319.,team-sql,INC-1891|INC-1381|INC-1244,Australia East
INC-3628,Event Hub Broker — Message Loss on Failover — Australia East,Sev3,Resolved,2024-12-17T12:00:00.000Z,2024-12-17T12:57:00.000Z,57 min,svc-evhub|svc-keyvault|svc-functions,comp-evhubBroker,,TSG-288,MessageLoss-GeoFailover,"~3,679 customers — ~0.02% message loss during regional failover test",~0.02% message loss during regional failover test. Root component: comp-evhubBroker. Resolved using TSG-288.,team-msg,INC-1573|INC-2774,West US 2
INC-1092,Storage Blob — 503 Connection Pool Exhaustion — Southeast Asia,Sev0,Resolved,2024-12-15T12:00:00.000Z,2024-12-15T19:38:00.000Z,458 min,svc-storage|svc-ado|svc-appSvc,comp-storageRP,,TSG-441,StorageConnPool-Exhausted,"~120,390 customers — App Service tenants seeing blob 503s",App Service tenants seeing blob 503s. Root component: comp-storageRP. Resolved using TSG-441.,team-storage,,Southeast Asia
INC-3164,Service Bus — Namespace Throttling — West US 2,Sev2,Resolved,2024-12-15T12:00:00.000Z,2024-12-15T12:45:00.000Z,45 min,svc-svcbus,comp-svcbusBroker,CR-9888,,ServiceBus-ThrottlingError,"~16,371 customers — Message send rate capped — order processing queued",Message send rate capped — order processing queued. Root component: comp-svcbusBroker. Triggered by CR-9888.,team-msg,INC-2410|INC-2206|INC-1292,Japan East
INC-1045,Key Vault — Secret Rotation Failure — East US,Sev3,Resolved,2024-12-14T12:00:00.000Z,2024-12-14T12:48:00.000Z,48 min,svc-keyvault|svc-appSvc|svc-sql,comp-kvRP,,TSG-255,SecretRotationFailed,"~1,013 customers — Automated secret rotation stalled — expiry risk",Automated secret rotation stalled — expiry risk. Root component: comp-kvRP. Resolved using TSG-255.,team-sec,INC-2901,Southeast Asia
INC-3048,CDN — Origin Shield SSL Negotiation Failure — UK South,Sev2,Resolved,2024-12-14T12:00:00.000Z,2024-12-14T13:19:00.000Z,79 min,svc-cdn|svc-storage,comp-cdnOrigin,CR-9792,TSG-214,CDN-OriginSSLError,"~8,349 customers — CDN unable to fetch from origin — all requests returning 502",CDN unable to fetch from origin — all requests returning 502. Root component: comp-cdnOrigin. Triggered by CR-9792. Resolved using TSG-214.,team-net,INC-1498,Southeast Asia
INC-1758,Azure DevOps — Pipeline Execution Failures — West US 2,Sev4,Mitigating,2024-12-13T12:00:00.000Z,,,svc-ado|svc-acr|svc-aad,comp-adoPipeline,,TSG-234,PipelineAgentUnreachable,~249 customers — CI/CD pipelines queued — no available agents,CI/CD pipelines queued — no available agents. Root component: comp-adoPipeline. Resolved using TSG-234.,team-ado,,Australia East
INC-1701,Azure DevOps — Git Push Timeout — Australia East,Sev4,Active,2024-12-12T12:00:00.000Z,,,svc-ado,comp-adoGit,,TSG-234,GitPackTimeout,~397 customers — Large repo pushes timing out — developers blocked,Large repo pushes timing out — developers blocked. Root component: comp-adoGit. Resolved using TSG-234.,team-ado,INC-1636,East US
INC-1897,Service Bus — Dead-Letter Queue Overflow — Australia East,Sev3,Resolved,2024-12-12T12:00:00.000Z,2024-12-12T12:24:00.000Z,24 min,svc-svcbus,comp-svcbusNS,CR-9894,TSG-258,ServiceBus-DLQOverflow,~282 customers — Poison messages blocking topic subscriptions — workflows stalled,Poison messages blocking topic subscriptions — workflows stalled. Root component: comp-svcbusNS. Triggered by CR-9894. Resolved using TSG-258.,team-msg,INC-1662|INC-1494|INC-1842,North EU
INC-2196,App Service — 503 Errors on Downstream SQL — North EU,Sev3,Resolved,2024-12-12T12:00:00.000Z,2024-12-12T12:19:00.000Z,19 min,svc-appSvc|svc-redis,comp-appPlan,CR-9912,,UpstreamConnectionFailure,"~3,610 customers — App Service apps returning 503 on DB-bound requests",App Service apps returning 503 on DB-bound requests. Root component: comp-appPlan. Triggered by CR-9912.,team-apps,INC-1913|INC-2129,East US 2
INC-3255,Azure DevOps — Pipeline Execution Failures — Japan East,Sev4,Resolved,2024-12-12T12:00:00.000Z,2024-12-12T12:20:00.000Z,20 min,svc-ado,comp-adoPipeline,CR-9885,TSG-234,PipelineAgentUnreachable,~301 customers — CI/CD pipelines queued — no available agents,CI/CD pipelines queued — no available agents. Root component: comp-adoPipeline. Triggered by CR-9885. Resolved using TSG-234.,team-ado,,Australia East
INC-3511,CDN — Origin Shield SSL Negotiation Failure — Australia East,Sev3,Resolved,2024-12-12T12:00:00.000Z,2024-12-12T12:44:00.000Z,44 min,svc-cdn,comp-cdnOrigin,,TSG-271,CDN-OriginSSLError,"~3,550 customers — CDN unable to fetch from origin — all requests returning 502",CDN unable to fetch from origin — all requests returning 502. Root component: comp-cdnOrigin. Resolved using TSG-271.,team-net,INC-2440|INC-1746,UK South
INC-2129,Service Bus — Namespace Throttling — UK South,Sev2,Resolved,2024-12-10T12:00:00.000Z,2024-12-10T12:33:00.000Z,33 min,svc-svcbus|svc-logicapps,comp-svcbusBroker,CR-9867,TSG-258,ServiceBus-ThrottlingError,"~21,501 customers — Message send rate capped — order processing queued",Message send rate capped — order processing queued. Root component: comp-svcbusBroker. Triggered by CR-9867. Resolved using TSG-258.,team-msg,INC-1837|INC-1750|INC-1590,East US
INC-3446,App Service — 503 Errors on Downstream SQL — Japan East,Sev3,Resolved,2024-12-10T12:00:00.000Z,2024-12-10T12:12:00.000Z,12 min,svc-appSvc,comp-appPlan,CR-9900,,UpstreamConnectionFailure,"~4,822 customers — App Service apps returning 503 on DB-bound requests",App Service apps returning 503 on DB-bound requests. Root component: comp-appPlan. Triggered by CR-9900.,team-apps,INC-3164|INC-2327|INC-1804,East US 2
INC-2013,Cosmos DB — Replication Lag > 5s — Japan East,Sev2,Resolved,2024-12-09T12:00:00.000Z,2024-12-09T12:38:00.000Z,38 min,svc-cosmos,comp-cosmosRU,,TSG-309,CosmosDB-ConsistencyViolation,"~5,294 customers — Multi-region reads returning stale data — financial integrity risk",Multi-region reads returning stale data — financial integrity risk. Root component: comp-cosmosRU. Resolved using TSG-309.,team-cosmos,INC-1463|INC-1313,Japan East
